kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.736952453,2.63E-7,-2.63E-7,170.307565,1.15E-4,-1.15E-4,1.276,0.115,-0.092,2.40641,0.00537,-0.00537,8079.2,12.8,-12.8,33.46,8.5,-2.83,1395.0,,,891.96,668.95,-230.35,505.6,1,q1_q17_dr25_tce,5805.0,157.0,-174.0,4.564,0.053,-0.168,0.791,0.201,-0.067,285.53461,48.28521,15.597
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.36178958,2.128E-5,-2.128E-5,132.25053,0.00253,-0.00253,1.169,7.133,-0.044,5.022,0.136,-0.136,233.7,5.8,-5.8,39.21,6.45,-9.67,1342.0,,,767.22,349.28,-365.49,47.7,1,q1_q17_dr25_tce,6227.0,111.0,-124.0,3.986,0.182,-0.098,1.958,0.322,-0.483,298.86435,42.151569,12.66
10419211,K00742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.521446064,1.98E-6,-1.98E-6,170.839688,1.31E-4,-1.31E-4,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,17984.0,31.9,-31.9,150.51,39.76,-13.31,753.0,,,75.88,58.89,-19.99,622.1,1,q1_q17_dr25_tce,5795.0,155.0,-172.0,4.554,0.033,-0.176,0.848,0.224,-0.075,297.07993,47.597401,15.472
10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.40393776,2.068E-5,-2.068E-5,172.484253,8.42E-4,-8.42E-4,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,8918.7,53.3,-53.3,7.18,0.76,-0.68,523.0,,,17.69,6.66,-4.88,214.7,1,q1_q17_dr25_tce,5043.0,151.0,-151.0,4.591,0.072,-0.048,0.68,0.072,-0.065,289.25821,47.635319,15.487
10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.221388942,1.123E-6,-1.123E-6,184.5521637,4.5E-5,-4.5E-5,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,74284.0,21.9,-21.9,49.29,16.03,-5.0,698.0,,,55.97,54.55,-16.4,2317.0,1,q1_q17_dr25_tce,6117.0,182.0,-200.0,4.496,0.052,-0.208,0.947,0.308,-0.096,295.81454,47.69035,15.341
10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,16.46983774,1.361E-5,-1.361E-5,180.881761,6.23E-4,-6.23E-4,0.292,0.118,-0.101,9.4378,0.06,-0.06,10479.0,39.9,-39.9,7.94,0.89,-0.89,595.0,,,29.61,12.01,-8.91,303.4,1,q1_q17_dr25_tce,5152.0,168.0,-153.0,4.517,0.088,-0.072,0.786,0.088,-0.088,297.15442,47.668701,15.788
10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.696370652,7.534E-6,-7.534E-6,170.73769,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,397.9,9.5,-9.5,1.58,0.13,-0.16,1066.0,,,305.34,96.64,-86.33,48.2,1,q1_q17_dr25_tce,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.819,0.067,-0.082,283.76547,47.804298,15.269
2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,1.369E-4,-1.369E-4,166.342079,2.99E-4,-2.99E-4,0.9765,0.0497,-0.0268,6.8057,0.0184,-0.0184,24927.0,45.8,-45.8,41.5,1.68,-1.68,297.0,,,1.84,0.26,-0.24,994.0,1,q1_q16_tce,5543.0,79.0,-79.0,4.081,0.014,-0.014,1.58,0.064,-0.064,292.27374,37.671558,12.394
11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.50635409,4.7E-7,-4.7E-7,170.998064,2.46E-4,-2.46E-4,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,2211.7,18.3,-18.3,4.53,1.01,-0.44,1452.0,,,1054.12,703.1,-292.26,181.1,1,q1_q17_dr25_tce,5714.0,155.0,-172.0,4.563,0.04,-0.16,0.831,0.186,-0.08,295.66522,49.351009,15.525
11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,670.645531,0.001237,-0.001237,209.04355,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18091.0,33.5,-33.5,14.14,2.13,-0.71,196.0,,,0.35,0.15,-0.06,642.7,1,q1_q17_dr25_tce,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.983,0.148,-0.049,296.69861,49.316479,15.207
11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,61.2563628,1.56E-4,-1.56E-4,173.83826,0.00209,-0.00209,1.248,6.912,-0.067,7.633,0.105,-0.105,5123.3,70.6,-70.6,39.87,12.79,-5.48,505.0,,,15.43,14.85,-5.51,85.3,1,q1_q17_dr25_tce,6144.0,184.0,-220.0,4.402,0.072,-0.217,1.091,0.35,-0.15,283.72592,49.479519,15.25
11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.701287801,5.634E-6,-5.634E-6,170.69579,0.00164,-0.00164,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.4,20.9,-20.9,6.54,1.64,-0.75,1222.0,,,527.81,411.33,-166.35,48.3,1,q1_q17_dr25_tce,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.91,0.228,-0.105,297.92365,48.777321,15.54
11242721,K00763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.651209505,5.862E-6,-5.862E-6,179.401981,2.49E-4,-2.49E-4,0.723,0.01,-0.02,5.2514,0.0179,-0.0179,11766.0,27.7,-27.7,12.42,3.92,-1.69,730.0,,,67.03,62.46,-23.51,513.4,1,q1_q17_dr25_tce,6074.0,168.0,-210.0,4.391,0.09,-0.21,1.063,0.336,-0.144,291.0939,48.933842,15.536
11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,33.93373447,6.154E-5,-6.154E-5,186.67608,0.00137,-0.00137,0.812,0.006,-0.009,14.561,0.104,-0.104,8503.7,44.3,-44.3,7.34,0.9,-0.6,430.0,,,8.11,3.25,-2.06,236.1,1,q1_q17_dr25_tce,5040.0,136.0,-151.0,4.628,0.03,-0.07,0.705,0.086,-0.058,284.17233,49.360722,15.716
11656840,K00774.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,1,0,0,7.442652004,7.02E-7,-7.02E-7,169.9717797,7.32E-5,-7.32E-5,0.137,0.346,-0.224,2.3078,0.0129,-0.0129,24446.0,37.8,-37.8,15.03,4.73,-1.58,967.0,,,206.78,195.52,-61.76,835.6,1,q1_q17_dr25_tce,6108.0,183.0,-201.0,4.469,0.07,-0.21,0.956,0.301,-0.1,288.98682,49.733742,15.27
11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.405998015,2.515E-6,-2.515E-6,177.197466,1.9E-4,-1.9E-4,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,14489.0,22.4,-22.4,11.23,2.92,-1.95,833.0,,,113.94,90.01,-45.01,745.2,1,q1_q17_dr25_tce,5746.0,173.0,-173.0,4.393,0.18,-0.198,0.924,0.241,-0.16,289.23553,50.241001,15.562
3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.341913228,9.953E-6,-9.953E-6,171.63943,0.00247,-0.00247,1.213,11.28,-0.141,3.813,0.12,-0.12,725.3,21.3,-21.3,21.55,3.54,-1.89,1032.0,,,268.67,145.91,-70.67,39.0,1,q1_q17_dr25_tce,5295.0,175.0,-159.0,4.551,0.049,-0.105,0.811,0.133,-0.071,292.31595,38.27029,15.629
3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,0.773,0,0,1,0,1.626630225,1.015E-6,-1.015E-6,169.820171,4.87E-4,-4.87E-4,1.26,4.827,-0.043,2.1145,0.0285,-0.0285,1620.6,19.0,-19.0,32.43,9.0,-4.83,1547.0,,,1355.88,1105.99,-486.6,103.6,1,q1_q17_dr25_tce,5735.0,155.0,-172.0,4.41,0.124,-0.186,0.973,0.27,-0.145,294.36819,38.31028,15.279
12459725,K00789.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,14.1798187,1.643E-4,-1.643E-4,171.50237,0.0076,-0.0076,0.1601,0.2975,-0.16,2.505,0.315,-0.315,459.9,51.9,-51.9,1.88,0.71,-0.14,711.0,,,60.35,67.75,-14.34,11.2,,,5799.0,161.0,-168.0,4.539,0.027,-0.275,0.878,0.333,-0.065,291.0448,51.321671,15.727
2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.433769925,7.41E-7,-7.41E-7,170.403536,3.97E-4,-3.97E-4,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1976.3,20.4,-20.4,46.58,8.01,-8.0,1920.0,,,3209.29,1411.94,-1136.62,112.6,1,q1_q17_dr25_tce,6017.0,72.0,-90.0,4.22,0.156,-0.117,1.339,0.23,-0.23,290.84369,37.728828,15.122
2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,10.31872301,2.846E-5,-2.846E-5,173.31543,0.00224,-0.00224,1.215,59.52,-0.463,3.836,0.121,-0.121,871.7,26.4,-26.4,28.59,8.61,-3.69,876.0,,,139.26,125.69,-46.77,38.2,1,q1_q17_dr25_tce,5927.0,176.0,-193.0,4.409,0.084,-0.196,1.06,0.319,-0.137,291.84891,37.713501,15.065
3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.444291966,9.7E-8,-9.7E-8,169.865406,1.69E-4,-1.69E-4,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,10967.0,45.9,-45.9,27.51,3.46,-1.73,1836.0,,,2706.26,1149.42,-599.58,299.7,1,q1_q17_dr25_tce,5255.0,156.0,-156.0,4.678,0.028,-0.083,0.636,0.08,-0.04,290.99689,38.28492,15.748
3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,7.544039,1.023E-4,-1.023E-4,171.7982,0.0105,-0.0105,1.175,33.63,-0.911,6.222,0.731,-0.731,322.6,28.2,-28.2,17.47,4.12,-1.65,838.0,,,116.46,81.18,-31.91,14.2,2,q1_q17_dr25_tce,5657.0,152.0,-169.0,4.567,0.038,-0.152,0.824,0.194,-0.078,293.94116,38.601101,15.559
3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,0.053,0,1,0,0,10.328035714,3.762E-6,-3.762E-6,174.581054,3.06E-4,-3.06E-4,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,16918.0,31.8,-31.8,13.28,3.64,-2.41,843.0,,,119.31,98.49,-48.58,636.8,1,q1_q17_dr25_tce,5627.0,169.0,-169.0,4.359,0.18,-0.18,1.024,0.28,-0.186,287.69675,38.886452,15.646
3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.540397253,2.702E-6,-2.702E-6,170.50479,0.0015,-0.0015,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,816.1,25.7,-25.7,25.69,7.44,-2.33,1470.0,,,1105.68,965.56,-306.98,38.8,1,q1_q17_dr25_tce,5663.0,171.0,-188.0,4.53,0.036,-0.204,0.915,0.265,-0.083,286.92639,38.921631,15.974
3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.99025443,1.168E-5,-1.168E-5,171.9834,0.00309,-0.00309,0.014,0.334,-0.014,5.414,0.113,-0.113,589.2,14.1,-14.1,1.7,0.1,-0.15,918.0,,,168.45,43.55,-45.45,48.5,1,q1_q17_dr25_tce,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.731,0.042,-0.063,287.74881,38.92955,15.842
5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.507089906,2.401E-6,-2.401E-6,171.002455,8.35E-4,-8.35E-4,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1339.2,24.7,-24.7,30.26,9.57,-3.19,1326.0,,,730.47,699.82,-230.11,64.9,1,q1_q17_dr25_tce,5926.0,184.0,-226.0,4.506,0.054,-0.216,0.939,0.297,-0.099,295.37805,40.493401,15.555
4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,38.036729482,3.484E-6,-3.484E-6,196.934947,7.16E-5,-7.16E-5,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82872.0,83.3,-83.3,27.5,5.28,-2.27,500.0,,,14.81,8.85,-3.91,1300.0,1,q1_q17_dr25_tce,5575.0,166.0,-183.0,4.521,0.038,-0.152,0.932,0.179,-0.077,294.14789,40.055538,15.472
11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.747838198,3.896E-6,-3.896E-6,171.66504,9.02E-4,-9.02E-4,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,,,266.76,180.49,-62.76,138.2,1,q1_q17_dr25_tce,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,291.06152,50.265129,13.496
5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.91936937,2.04E-6,-2.04E-6,172.181092,2.02E-4,-2.02E-4,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,15148.0,49.8,-49.8,10.34,2.59,-0.87,814.0,,,104.0,77.2,-26.78,389.0,1,q1_q17_dr25_tce,5690.0,154.0,-172.0,4.588,0.04,-0.16,0.776,0.195,-0.065,283.53845,40.217999,15.805
5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,0,0,1,0,5.97581754,1.118E-5,-1.118E-5,174.77602,0.00137,-0.00137,0.941,0.017,-0.618,3.065,0.185,-0.185,962.4,23.5,-23.5,3.86,1.32,-0.44,1047.0,,,284.25,295.54,-90.93,50.3,1,q1_q17_dr25_tce,6108.0,193.0,-214.0,4.471,0.054,-0.216,0.997,0.341,-0.114,294.22397,40.417858,15.546
5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.446737317,3.089E-6,-3.089E-6,170.66951,0.00104,-0.00104,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1177.9,12.7,-12.7,26.25,6.9,-2.47,1261.0,,,597.19,461.45,-162.49,110.2,1,q1_q17_dr25_tce,5764.0,154.0,-171.0,4.548,0.035,-0.184,0.863,0.227,-0.081,298.96112,40.862808,15.021
5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,3.9043425,1.339E-6,-1.339E-6,173.393734,2.66E-4,-2.66E-4,0.709,0.011,-0.015,3.831,0.0271,-0.0271,16228.0,62.1,-62.1,12.28,3.56,-1.19,1104.0,,,351.05,298.42,-97.69,323.4,1,q1_q17_dr25_tce,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,0.26,-0.087,294.05676,40.549679,15.016
5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,9.286358079,5.46E-7,-5.46E-7,171.8214689,4.5E-5,-4.5E-5,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,44791.0,32.8,-32.8,17.61,4.05,-1.87,796.0,,,95.03,66.72,-27.73,1671.1,1,q1_q17_dr25_tce,5670.0,169.0,-169.0,4.523,0.066,-0.154,0.821,0.189,-0.087,294.74396,40.53392,15.365
5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.951405455,2.258E-6,-2.258E-6,173.276125,4.54E-4,-4.54E-4,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2453.9,25.2,-25.2,31.44,8.94,-2.96,1133.0,,,388.71,333.12,-106.59,117.2,1,q1_q17_dr25_tce,6046.0,182.0,-182.0,4.539,0.048,-0.204,0.869,0.247,-0.082,295.50439,40.505489,15.446
5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.384052875,4.74E-6,-4.74E-6,171.58362,0.00163,-0.00163,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1268.1,29.9,-29.9,17.06,1.32,-1.6,1010.0,,,244.87,71.26,-67.02,50.5,1,q1_q17_dr25_tce,4794.0,130.0,-144.0,4.58,0.063,-0.032,0.701,0.054,-0.066,299.64285,40.691238,15.836
5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.859386384,1.272E-6,-1.272E-6,173.011469,2.07E-4,-2.07E-4,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6044.3,27.2,-27.2,38.33,12.8,-4.27,1114.0,,,364.23,358.71,-118.09,269.7,1,q1_q17_dr25_tce,6072.0,168.0,-232.0,4.47,0.056,-0.224,0.988,0.33,-0.11,292.21436,40.759762,15.311
6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.166465862,2.222E-6,-2.222E-6,172.002627,5.86E-4,-5.86E-4,1.266,6.924,-0.102,2.9381,0.0327,-0.0327,4357.2,44.4,-44.4,26.82,2.48,-2.74,954.0,,,196.31,67.72,-54.73,122.1,1,q1_q17_dr25_tce,4968.0,151.0,-136.0,4.575,0.072,-0.044,0.704,0.065,-0.072,284.86929,41.679192,15.999
6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,10.44331991,2.287E-5,-2.287E-5,175.4046,0.00185,-0.00185,0.23,0.799,-0.23,2.743,0.505,-0.505,1159.8,64.2,-64.2,2.66,0.2,-0.27,667.0,,,46.94,13.93,-12.92,51.7,1,q1_q17_dr25_tce,4947.0,148.0,-133.0,4.516,0.077,-0.056,0.802,0.059,-0.081,286.24356,42.148811,15.546
6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.851520671,3.31E-7,-3.31E-7,173.8228336,4.48E-5,-4.48E-5,0.211,0.02,-0.041,3.11058,0.00627,-0.00627,33004.0,26.1,-26.1,14.62,2.92,-1.58,901.0,,,155.89,96.85,-46.15,1630.4,1,q1_q17_dr25_tce,5532.0,167.0,-167.0,4.53,0.07,-0.13,0.806,0.161,-0.087,284.08731,42.233231,15.33
6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.861159894,3.059E-6,-3.059E-6,171.648106,8.8E-4,-8.8E-4,0.965,0.13,-0.043,1.8832,0.0878,-0.0878,1014.3,28.6,-28.6,4.37,1.38,-0.46,1355.0,,,797.1,768.91,-244.21,58.3,1,q1_q17_dr25_tce,6126.0,193.0,-214.0,4.458,0.052,-0.208,1.021,0.324,-0.108,291.67172,42.343109,15.618
11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,0.573,0,1,0,0,20.5452375,1.428E-4,-1.428E-4,137.91394,0.00358,-0.00358,0.95,0.007,-0.668,2.517,0.0947,-0.0947,218.5,14.0,-14.0,2.41,0.56,-0.63,742.0,,,71.57,60.96,-38.29,18.5,1,q1_q17_dr25_tce,5670.0,280.0,-229.0,4.206,0.241,-0.13,1.264,0.298,-0.328,294.40192,50.172089,12.003
7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.998099523,2.356E-6,-2.356E-6,171.898913,2.67E-4,-2.67E-4,7.361,46.99,-1.351,2.0488,0.0142,-0.0142,20285.0,128.0,-128.0,588.66,128.5,-46.16,853.0,,,125.22,81.62,-29.93,192.3,1,q1_q17_dr25_tce,5612.0,152.0,-152.0,4.566,0.038,-0.152,0.829,0.181,-0.065,287.88412,42.832439,15.877
3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.8111022,1.642E-5,-1.642E-5,136.4568,0.00151,-0.00151,1.223,11.08,-0.215,5.0683,0.0771,-0.0771,401.1,6.1,-6.1,63.66,8.98,-17.95,1399.0,,,904.92,371.14,-471.54,76.8,1,q1_q17_dr25_tce,6200.0,125.0,-113.0,3.8,0.225,-0.075,2.404,0.339,-0.678,294.46088,38.383461,12.759
7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,7.9426176,2.419E-5,-2.419E-5,174.52563,0.00258,-0.00258,0.942,0.007,-0.008,6.703,0.173,-0.173,1590.7,40.4,-40.4,4.68,1.46,-0.48,878.0,,,140.57,128.66,-41.84,60.4,1,q1_q17_dr25_tce,5811.0,157.0,-192.0,4.521,0.039,-0.221,0.926,0.289,-0.096,299.00143,43.399632,15.26
7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.956811408,1.059E-6,-1.059E-6,170.694208,4.3E-4,-4.3E-4,1.091,11.83,-0.023,2.1958,0.0257,-0.0257,24905.0,244.0,-244.0,21.58,1.33,-1.47,1109.0,,,357.16,100.66,-82.23,125.4,1,q1_q17_dr25_tce,5209.0,171.0,-155.0,4.657,0.063,-0.032,0.603,0.037,-0.041,295.83536,42.943062,15.533
7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.000747038,2.91E-7,-2.91E-7,169.974229,2.25E-4,-2.25E-4,0.908,0.005,-0.635,0.9967,0.0388,-0.0388,1823.5,16.9,-16.9,4.14,0.75,-0.57,1620.0,,,1635.2,958.96,-568.34,147.4,1,q1_q17_dr25_tce,5472.0,179.0,-179.0,4.499,0.117,-0.13,0.79,0.143,-0.108,297.97513,43.164909,15.419
7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.228,0,1,0,0,4.409409243,5.831E-6,-5.831E-6,171.89433,0.00105,-0.00105,0.028,0.269,-0.028,3.8636,0.0468,-0.0468,12861.0,174.0,-174.0,10.95,3.05,-2.03,1101.0,,,347.06,298.88,-143.45,85.8,1,q1_q17_dr25_tce,5600.0,186.0,-169.0,4.368,0.185,-0.204,0.975,0.271,-0.181,296.41019,43.455391,15.403
8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,5.795063956,5.032E-6,-5.032E-6,172.697467,6.9E-4,-6.9E-4,0.949,0.005,-0.004,3.2496,0.0513,-0.0513,1692.9,26.5,-26.5,4.33,0.98,-0.39,950.0,,,192.74,128.89,-49.49,119.4,1,q1_q17_dr25_tce,5865.0,158.0,-158.0,4.563,0.038,-0.152,0.827,0.186,-0.074,296.50754,44.036072,15.289
8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,16.37198661,2.818E-5,-2.818E-5,172.75926,0.00138,-0.00138,9.303,65.75,-6.594,3.8449,0.0654,-0.0654,4147.6,84.0,-84.0,540.37,39.25,-58.42,438.0,,,8.71,2.56,-2.57,54.5,1,q1_q17_dr25_tce,4187.0,125.0,-125.0,4.656,0.056,-0.024,0.592,0.043,-0.064,298.67862,44.175499,15.654
9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.044770796,4.462E-6,-4.462E-6,172.01916,0.00115,-0.00115,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,1695.0,10.1,-10.1,24.54,4.89,-1.96,1076.0,,,317.36,196.04,-79.26,203.5,1,q1_q17_dr25_tce,5525.0,165.0,-165.0,4.603,0.032,-0.12,0.753,0.15,-0.06,293.68494,45.51683,15.621
9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.855599139,4.003E-6,-4.003E-6,170.67957,8.63E-4,-8.63E-4,0.864,0.014,-0.599,3.183,0.0616,-0.0616,1030.9,13.2,-13.2,3.57,1.0,-0.33,1158.0,,,425.74,349.36,-120.92,90.1,1,q1_q17_dr25_tce,5936.0,164.0,-205.0,4.501,0.046,-0.196,0.965,0.268,-0.089,296.39542,45.56992,15.054
8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,37.601661282,5.79E-6,-5.79E-6,194.713383,1.23E-4,-1.23E-4,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59130.0,43.7,-43.7,27.22,8.22,-4.42,606.0,,,31.86,28.15,-12.3,1667.3,1,q1_q17_dr25_tce,6140.0,164.0,-201.0,4.354,0.124,-0.201,1.096,0.331,-0.178,282.30603,44.714661,15.505
8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.71969089,1.394E-5,-1.394E-5,173.35776,0.00167,-0.00167,0.985,22.45,-0.029,3.0231,0.0879,-0.0879,969.7,26.2,-26.2,4.37,1.06,-0.57,952.0,,,194.18,143.01,-64.13,45.4,1,q1_q17_dr25_tce,5931.0,177.0,-177.0,4.479,0.094,-0.175,0.866,0.21,-0.113,301.04956,44.706299,15.172
8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,51.42598578,1.279E-5,-1.279E-5,173.535933,1.96E-4,-1.96E-4,0.203,0.008,-0.011,16.9422,0.0148,-0.0148,66068.0,43.1,-43.1,29.66,9.26,-3.31,549.0,,,21.4,19.69,-6.95,1843.8,1,q1_q17_dr25_tce,6257.0,173.0,-239.0,4.41,0.054,-0.216,1.147,0.358,-0.128,290.63898,44.806789,15.631
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,33.80364366,2.278E-5,-2.278E-5,202.259731,5.44E-4,-5.44E-4,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,13494.0,26.6,-26.6,20.7,3.24,-4.86,745.0,,,72.71,32.55,-33.45,529.9,1,q1_q17_dr25_tce,5855.0,117.0,-117.0,3.999,0.196,-0.084,1.796,0.281,-0.422,297.47586,41.114288,13.109
9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.974485239,1.75E-6,-1.75E-6,171.6300909,7.08E-5,-7.08E-5,0.886,0.007,-0.008,4.23479,0.00624,-0.00624,40293.0,44.3,-44.3,26.56,8.31,-2.77,700.0,,,56.84,52.57,-17.31,1398.8,1,q1_q17_dr25_tce,6108.0,171.0,-214.0,4.471,0.052,-0.221,0.997,0.312,-0.104,289.72748,45.367661,15.217
9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,23.899634407,4.791E-6,-4.791E-6,188.982797,1.6E-4,-1.6E-4,1.245,0.104,-0.088,3.81881,0.00835,-0.00835,20953.0,43.8,-43.8,44.04,13.88,-4.62,652.0,,,42.8,39.62,-13.23,547.8,1,q1_q17_dr25_tce,6192.0,169.0,-225.0,4.503,0.052,-0.208,0.924,0.291,-0.097,294.71768,45.48576,15.453
