kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.48803557,2.775E-5,-2.775E-5,170.53875,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,615.8,19.5,-19.5,2.26,0.26,-0.15,793.0,,,93.59,29.45,-16.65,35.8,1,q1_q17_dr25_tce,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,54.4183827,2.479E-4,-2.479E-4,162.51384,0.00352,-0.00352,0.586,0.059,-0.443,4.507,0.116,-0.116,874.8,35.5,-35.5,2.83,0.32,-0.19,443.0,,,9.11,2.87,-1.62,25.8,2,q1_q17_dr25_tce,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.525591777,3.761E-6,-3.761E-6,171.59555,0.00113,-0.00113,0.701,0.235,-0.478,1.6545,0.042,-0.042,603.3,16.9,-16.9,2.75,0.88,-0.35,1406.0,,,926.16,874.33,-314.24,40.9,1,q1_q17_dr25_tce,6031.0,169.0,-211.0,4.438,0.07,-0.21,1.046,0.334,-0.133,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.09432054,2.036E-5,-2.036E-5,171.20116,0.00141,-0.00141,0.538,0.03,-0.428,4.5945,0.061,-0.061,1517.5,24.2,-24.2,3.9,1.27,-0.42,835.0,,,114.81,112.85,-36.7,66.5,1,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.13443512,1.046E-5,-1.046E-5,172.97937,0.0019,-0.0019,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,686.0,18.7,-18.7,2.77,0.9,-0.3,1160.0,,,427.65,420.33,-136.7,40.2,2,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.56658897,1.781E-5,-1.781E-5,179.55437,0.00461,-0.00461,0.755,0.212,-0.523,2.429,0.165,-0.165,226.5,16.8,-16.8,1.59,0.52,-0.17,1360.0,,,807.74,793.91,-258.2,15.0,3,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.054,-0.229,0.972,0.315,-0.105,296.28613,48.22467,15.714
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.06864674,1.088E-5,-1.088E-5,173.621937,5.17E-4,-5.17E-4,0.052,0.262,-0.052,3.5347,0.0241,-0.0241,4914.3,33.3,-33.3,5.76,0.22,-0.49,600.0,,,30.75,4.46,-6.66,161.9,1,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,2.7E-8,-2.7E-8,122.763305,8.7E-6,-8.7E-6,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,14231.0,4.2,-4.2,13.04,0.51,-0.51,1339.0,,,761.46,106.21,-95.76,4304.3,1,q1_q17_dr25_tce,5820.0,78.0,-78.0,4.457,0.024,-0.024,0.964,0.038,-0.038,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,2.204735417,4.3E-8,-4.3E-8,121.3585417,1.6E-5,-1.6E-5,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,6674.7,1.7,-1.7,16.1,0.81,-0.91,2048.0,,,4148.92,651.59,-654.46,5945.9,1,q1_q17_dr25_tce,6440.0,76.0,-89.0,4.019,0.033,-0.027,1.952,0.099,-0.11,292.24728,47.969521,10.463
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,1.98E-7,-1.98E-7,121.1194228,4.71E-5,-4.71E-5,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,9145.7,6.6,-6.6,14.59,1.11,-1.11,1521.0,,,1264.67,307.23,-276.48,1741.5,1,q1_q17_dr25_tce,6225.0,112.0,-137.0,4.169,0.055,-0.045,1.451,0.11,-0.11,281.28812,42.45108,13.563
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.709214104,6.536E-6,-6.536E-6,133.98318,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,131.1,3.0,-3.0,1.16,0.17,-0.12,1206.0,,,500.46,197.96,-130.54,50.6,2,q1_q17_dr25_tce,5833.0,105.0,-117.0,4.407,0.085,-0.114,1.022,0.143,-0.107,295.64871,48.49556,12.772
10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.27358173,1.037E-5,-1.037E-5,173.258155,8.77E-4,-8.77E-4,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,1288.3,16.8,-16.8,2.47,0.2,-0.24,649.0,,,41.85,12.49,-11.7,87.2,1,q1_q17_dr25_tce,4856.0,131.0,-146.0,4.583,0.065,-0.035,0.696,0.056,-0.068,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.02930329,5.509E-6,-5.509E-6,171.602959,7.13E-4,-7.13E-4,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,1912.7,34.4,-34.4,2.85,0.26,-0.15,678.0,,,50.04,16.4,-9.88,65.4,1,q1_q17_dr25_tce,4537.0,123.0,-123.0,4.648,0.02,-0.056,0.672,0.062,-0.036,283.71088,47.86327,15.784
10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.349553819,8.834E-6,-8.834E-6,171.80694,0.00127,-0.00127,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,831.0,14.8,-14.8,2.55,0.16,-0.24,919.0,,,168.99,34.66,-38.48,60.6,1,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,3.94105221,1.094E-5,-1.094E-5,136.08662,0.00233,-0.00233,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,363.3,13.9,-13.9,1.7,0.11,-0.16,1018.0,,,253.15,51.91,-57.65,28.9,2,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,8.10904807,6.787E-5,-6.787E-5,132.8031,0.00716,-0.00716,0.025,0.425,-0.025,3.596,0.198,-0.198,217.4,16.8,-16.8,1.3,0.09,-0.12,800.0,,,97.03,19.9,-22.09,14.1,3,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.67699193,7.01E-5,-7.01E-5,171.53594,0.00258,-0.00258,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,857.2,27.1,-27.1,2.95,0.12,-0.23,530.0,,,18.64,2.78,-3.8,34.3,1,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.828,0.032,-0.065,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.99677968,1.389E-5,-1.389E-5,171.74208,0.00219,-0.00219,0.71,0.006,-0.533,2.1717,0.0762,-0.0762,934.7,39.7,-39.7,2.78,0.52,-0.23,917.0,,,166.95,102.06,-42.14,28.2,1,q1_q17_dr25_tce,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.847,0.161,-0.069,297.80826,47.946671,15.861
11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.280963604,6.141E-6,-6.141E-6,171.89659,0.00115,-0.00115,0.424,0.112,-0.356,2.875,0.042,-0.042,750.8,14.1,-14.1,2.3,0.58,-0.19,1012.0,,,247.87,182.24,-63.32,61.8,1,q1_q17_dr25_tce,5644.0,152.0,-169.0,4.564,0.032,-0.168,0.831,0.207,-0.069,294.26581,49.314091,15.356
11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,38.3775486,1.602E-4,-1.602E-4,172.82048,0.00338,-0.00338,0.468,0.461,-0.267,5.588,0.113,-0.113,724.2,23.4,-23.4,2.82,0.37,-0.34,529.0,,,18.53,6.72,-4.93,34.7,1,q1_q17_dr25_tce,5481.0,82.0,-74.0,4.369,0.121,-0.099,1.036,0.138,-0.124,291.72202,49.480869,15.172
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,41.19725502,9.345E-5,-9.345E-5,165.00404,0.00171,-0.00171,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2213.9,45.5,-45.5,3.86,0.15,-0.33,439.0,,,8.76,1.27,-1.9,51.2,2,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.252962249,9.577E-6,-9.577E-6,171.30126,0.00117,-0.00117,0.105,0.329,-0.105,2.5819,0.0426,-0.0426,1036.9,24.5,-24.5,2.65,0.1,-0.23,823.0,,,108.3,15.73,-23.44,47.1,3,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.01308419,4.854E-5,-4.854E-5,176.3608,0.00243,-0.00243,0.799,0.097,-0.551,3.2554,0.0791,-0.0791,1121.9,39.4,-39.4,3.1,0.34,-0.31,593.0,,,29.31,11.77,-8.24,33.2,1,q1_q17_dr25_tce,5015.0,164.0,-149.0,4.499,0.092,-0.115,0.826,0.091,-0.082,297.02563,48.478588,15.39
11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,32.62876672,5.801E-5,-5.801E-5,194.1019,0.00138,-0.00138,0.021,0.402,-0.021,4.7971,0.058,-0.058,1804.8,25.4,-25.4,3.36,0.76,-0.33,506.0,,,15.55,10.51,-4.18,80.0,1,q1_q17_dr25_tce,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.798,0.181,-0.077,285.71854,48.505859,15.082
11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,91.7732862,7.518E-4,-7.518E-4,193.8378,0.00643,-0.00643,0.606,0.335,-0.4,6.473,0.204,-0.204,652.0,36.2,-36.2,2.12,0.48,-0.21,359.0,,,3.92,2.64,-1.06,19.1,2,q1_q17_dr25_tce,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.798,0.181,-0.077,285.71854,48.505859,15.082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.959319244,5.15E-7,-5.15E-7,172.2585292,8.27E-5,-8.27E-5,0.831,0.016,-0.004,2.22739,0.0075,-0.0075,9802.0,20.0,-20.0,12.21,1.96,-1.46,1103.0,,,349.4,146.52,-93.21,696.5,1,q1_q17_dr25_tce,5712.0,77.0,-77.0,4.359,0.11,-0.11,1.082,0.173,-0.13,292.16705,48.727589,15.263
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.49876511,1.777E-5,-1.777E-5,171.34905,0.003,-0.003,0.312,0.154,-0.312,3.7362,0.0934,-0.0934,460.0,17.5,-17.5,2.1,0.65,-0.22,1133.0,,,389.62,365.71,-117.4,29.5,1,q1_q17_dr25_tce,6075.0,189.0,-210.0,4.486,0.052,-0.208,0.969,0.3,-0.1,298.45685,48.791592,15.395
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.412203927,3.052E-6,-3.052E-6,133.143089,4.68E-4,-4.68E-4,0.787,0.005,-0.565,2.9472,0.024,-0.024,601.6,4.0,-4.0,2.94,0.43,-0.38,1093.0,,,337.68,137.29,-102.18,166.7,1,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,41.43958662,7.557E-5,-7.557E-5,208.93203,0.00142,-0.00142,0.355,0.04,-0.355,10.5989,0.088,-0.088,2793.1,22.6,-22.6,5.5,1.57,-0.96,516.0,,,16.72,14.66,-6.64,141.1,1,q1_q17_dr25_tce,5468.0,180.0,-164.0,4.367,0.153,-0.187,1.046,0.297,-0.183,295.55505,49.017342,15.4
11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.35389523,1.524E-5,-1.524E-5,171.63257,0.00133,-0.00133,0.023,0.423,-0.023,2.2514,0.0518,-0.0518,1041.6,28.2,-28.2,2.52,0.54,-0.24,790.0,,,91.9,59.06,-24.15,43.4,1,q1_q17_dr25_tce,5592.0,152.0,-152.0,4.582,0.036,-0.144,0.787,0.169,-0.073,285.49924,49.277351,15.317
11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.125543472,3.133E-6,-3.133E-6,169.752585,6.13E-4,-6.13E-4,0.597,0.235,-0.367,3.1744,0.0362,-0.0362,1487.3,13.3,-13.3,4.43,1.44,-0.51,1243.0,,,565.35,542.47,-188.14,128.6,1,q1_q17_dr25_tce,6174.0,173.0,-239.0,4.417,0.056,-0.21,1.103,0.358,-0.128,291.93616,49.253979,15.506
11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.816504904,1.65E-7,-1.65E-7,170.9676846,4.66E-5,-4.66E-5,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,16814.0,11.0,-11.0,12.21,1.62,-0.87,1219.0,,,521.13,184.34,-97.95,1406.8,1,q1_q17_dr25_tce,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.955,0.127,-0.068,297.01547,49.225288,15.052
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.689920099,8.982E-6,-8.982E-6,170.36571,0.00191,-0.00191,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,426.7,13.8,-13.8,1.89,0.54,-0.2,1147.0,,,408.99,342.24,-123.32,35.6,1,q1_q17_dr25_tce,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.917,0.262,-0.098,291.62241,50.61824,15.242
12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.431238488,6.106E-6,-6.106E-6,171.015,0.00111,-0.00111,0.405,0.041,-0.405,3.15,0.0423,-0.0423,1010.9,15.2,-15.2,3.25,0.47,-0.25,1104.0,,,351.23,135.26,-68.33,71.1,1,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,295.81616,51.121738,15.367
12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.37936986,2.415E-5,-2.415E-5,133.84992,0.00183,-0.00183,0.911,0.009,-0.656,2.6255,0.073,-0.073,1023.5,29.7,-29.7,3.95,0.57,-0.31,806.0,,,99.68,38.38,-19.39,37.9,2,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,295.81616,51.121738,15.367
12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,26.39432897,5.724E-5,-5.724E-5,176.05459,0.00176,-0.00176,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.9,36.3,-36.3,3.07,0.41,-0.22,489.0,,,13.49,6.07,-3.21,48.2,1,q1_q17_dr25_tce,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.763,0.103,-0.055,289.39972,51.25032,15.234
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.57078281,1.585E-5,-1.585E-5,136.279194,9.57E-4,-9.57E-4,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,511.7,6.3,-6.3,2.64,0.4,-0.27,785.0,,,89.61,38.12,-22.92,88.4,1,q1_q17_dr25_tce,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.12594387,1.406E-5,-1.406E-5,139.00492,0.00159,-0.00159,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,192.4,4.4,-4.4,1.79,0.26,-0.23,997.0,,,233.31,94.86,-70.6,47.1,2,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.38489988,5.219E-5,-5.219E-5,172.72782,0.00248,-0.00248,0.001,0.437,-0.001,3.0249,0.0798,-0.0798,1127.1,42.0,-42.0,2.0,0.09,-0.1,433.0,,,8.35,1.49,-1.35,28.9,2,q1_q17_dr25_tce,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,286.73804,49.97575,15.095
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.8774163,1.493E-5,-1.493E-5,176.3759,0.00147,-0.00147,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1306.1,37.7,-37.7,2.16,0.09,-0.11,553.0,,,22.18,3.97,-3.59,38.7,1,q1_q17_dr25_tce,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,286.73804,49.97575,15.095
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,36.4454001,1.809E-4,-1.809E-4,151.60125,0.00392,-0.00392,0.028,0.437,-0.028,4.007,0.126,-0.126,1122.3,53.4,-53.4,1.99,0.09,-0.09,332.0,,,2.88,0.51,-0.47,21.7,3,q1_q17_dr25_tce,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,286.73804,49.97575,15.095
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.728732147,9.36E-7,-9.36E-7,171.793255,1.95E-4,-1.95E-4,0.558,0.13,-0.149,2.683,0.035,-0.035,5226.5,18.5,-18.5,6.02,1.22,-0.52,1023.0,,,258.34,162.58,-65.21,345.2,1,q1_q17_dr25_tce,5497.0,166.0,-149.0,4.577,0.034,-0.136,0.809,0.164,-0.07,290.78574,50.054119,15.523
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.243380573,2.67E-6,-2.67E-6,170.679233,9.0E-4,-9.0E-4,0.915,0.009,-0.63,1.1196,0.0384,-0.0384,821.7,25.6,-25.6,1.99,0.1,-0.12,822.0,,,107.6,21.47,-20.32,38.9,1,q1_q17_dr25_tce,4149.0,82.0,-91.0,4.698,0.024,-0.027,0.564,0.03,-0.033,285.17621,50.149818,15.135
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.337437946,1.951E-6,-1.951E-6,171.761982,6.59E-4,-6.59E-4,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,971.2,13.7,-13.7,2.34,0.17,-0.09,1070.0,,,311.16,69.46,-40.17,82.4,1,q1_q17_dr25_tce,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.765,0.055,-0.028,293.83331,50.23035,15.334
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.59822233,1.407E-5,-1.407E-5,180.395376,9.23E-4,-9.23E-4,0.679,0.187,-0.47,2.5237,0.052,-0.052,2804.5,46.3,-46.3,2.65,0.21,-0.29,396.0,,,5.82,1.49,-1.63,71.0,1,q1_q17_dr25_tce,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.473,0.037,-0.051,296.22195,50.28722,15.937
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.575315881,3.726E-6,-3.726E-6,173.634044,4.55E-4,-4.55E-4,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2793.3,14.9,-14.9,5.31,1.5,-0.81,1015.0,,,251.38,209.1,-91.63,221.1,1,q1_q17_dr25_tce,5992.0,162.0,-180.0,4.415,0.105,-0.195,0.989,0.28,-0.151,290.09805,50.321609,15.312
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.275040844,4.677E-6,-4.677E-6,169.994217,5.07E-4,-5.07E-4,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,3001.0,11.5,-11.5,4.86,1.05,-0.37,833.0,,,113.64,75.31,-28.97,312.1,1,q1_q17_dr25_tce,5485.0,164.0,-180.0,4.556,0.028,-0.161,0.867,0.187,-0.067,295.45529,50.49456,15.08
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.27153892,4.145E-5,-4.145E-5,186.77093,0.00182,-0.00182,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1219.8,35.3,-35.3,1.93,0.1,-0.12,393.0,,,5.66,1.13,-1.06,37.1,1,q1_q17_dr25_tce,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.06524317,1.49E-5,-1.49E-5,136.28906,0.00119,-0.00119,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1053.3,39.2,-39.2,1.91,0.1,-0.12,488.0,,,13.43,2.69,-2.5,30.3,2,q1_q17_dr25_tce,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,293.97336,50.53191,15.385
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.3935651,3.932E-5,-3.932E-5,178.74725,0.00245,-0.00245,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,916.6,29.1,-29.1,2.66,0.54,-0.23,677.0,,,49.68,31.16,-12.97,35.8,1,q1_q17_dr25_tce,5557.0,166.0,-166.0,4.603,0.034,-0.128,0.75,0.152,-0.065,296.02133,50.56778,15.505
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,9.613E-5,-9.613E-5,151.93538,0.00192,-0.00192,0.852,0.039,-0.585,6.802,0.119,-0.119,615.2,7.7,-7.7,2.87,0.43,-0.3,531.0,,,18.77,7.98,-4.8,83.7,2,q1_q17_dr25_tce,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.711504086,3.8E-6,-3.8E-6,170.03417,0.00111,-0.00111,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,837.5,14.5,-14.5,3.12,1.02,-0.34,1420.0,,,960.79,931.74,-309.76,64.5,1,q1_q17_dr25_tce,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541
3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.21203748,1.553E-5,-1.553E-5,172.81782,0.00163,-0.00163,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.4,19.5,-19.5,3.32,1.09,-0.36,1025.0,,,260.58,252.7,-84.01,51.5,2,q1_q17_dr25_tce,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.47237911,1.56E-5,-1.56E-5,174.16212,0.00149,-0.00149,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1123.5,26.7,-26.7,2.59,0.37,-0.22,751.0,,,75.44,35.44,-19.3,47.6,1,q1_q17_dr25_tce,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339
12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,60.4189369,5.043E-4,-5.043E-4,181.16367,0.00625,-0.00625,0.094,0.359,-0.094,5.039,0.184,-0.184,931.3,49.6,-49.6,2.36,0.34,-0.2,390.0,,,5.49,2.58,-1.4,20.1,2,q1_q17_dr25_tce,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.611904345,6.65E-6,-6.65E-6,180.892284,4.13E-4,-4.13E-4,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6105.6,27.6,-27.6,7.4,2.2,-0.73,753.0,,,76.15,66.33,-21.39,277.2,1,q1_q17_dr25_tce,5795.0,156.0,-173.0,4.508,0.039,-0.208,0.919,0.273,-0.091,289.11221,51.737381,15.14
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.539183147,5.073E-6,-5.073E-6,169.67494,0.0016,-0.0016,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,2.06,0.29,-0.28,1332.0,,,743.09,290.34,-212.44,38.9,1,q1_q17_dr25_tce,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.770300385,9.537E-6,-9.537E-6,170.57662,0.00108,-0.00108,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1304.0,29.7,-29.7,2.77,0.46,-0.15,812.0,,,102.87,53.88,-21.24,50.8,1,q1_q17_dr25_tce,5653.0,166.0,-166.0,4.656,0.028,-0.112,0.679,0.112,-0.037,290.87051,38.273628,15.591
